Chemical,CAS #/Comp ID,Clean Air Act Chemical,Classification,Metal,Metal Category,Carcinogen,Form Type,Unit of Measure,Risk Factor
BARIUM COMPOUNDS,N040,NO,NON-PBT,YES,3,NO,R,Pounds,Unknown
ANTIMONY COMPOUNDS,N010,YES,NON-PBT,YES,1,NO,R,Pounds,Unknown
1.2.4-TRIMETHYLBENZENE,95636,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
ZINC COMPOUNDS,N982,NO,NON-PBT,YES,1,NO,R,Pounds,Unknown
XYLENE (MIXED ISOMERS),1330207,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
TOLUENE,108883,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
NAPHTHALENE,91203,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
N-BUTYL ALCOHOL,71363,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
METHYL ISOBUTYL KETONE,108101,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
LEAD COMPOUNDS,N420,YES,PBT,YES,1,NO,R,Pounds,Unknown
PROPYLENE OXIDE,75569,YES,NON-PBT,NO,0,YES,A,Pounds,Unknown
METHANOL,67561,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
AMMONIA,7664417,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
METHYL ISOBUTYL KETONE,108101,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
ALUMINUM (FUME OR DUST),7429905,NO,NON-PBT,YES,4,NO,R,Pounds,Unknown
POLYCHLORINATED BIPHENYLS,1336363,YES,PBT,NO,0,YES,R,Pounds,Unknown
DIOXIN AND DIOXIN-LIKE COMPOUNDS,N150,YES,DIOXIN,NO,0,NO,R,Grams,Unknown
COPPER,7440508,NO,NON-PBT,YES,1,NO,R,Pounds,Unknown
CHLORINE,7782505,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
LEAD,7439921,YES,PBT,YES,1,YES,R,Pounds,Unknown
PROPYLENE,115071,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
DIISOCYANATES,N120,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
COPPER,7440508,NO,NON-PBT,YES,1,NO,R,Pounds,Unknown
CHROMIUM,7440473,YES,NON-PBT,YES,1,YES,R,Pounds,Unknown
N-BUTYL ALCOHOL,71363,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
CERTAIN GLYCOL ETHERS,N230,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
MANGANESE COMPOUNDS,N450,YES,NON-PBT,YES,1,NO,R,Pounds,Unknown
ZINC (FUME OR DUST),7440666,NO,NON-PBT,YES,4,NO,R,Pounds,Unknown
MERCURY,7439976,YES,PBT,YES,1,NO,R,Pounds,Unknown
LEAD,7439921,YES,PBT,YES,1,YES,R,Pounds,Unknown
BARIUM,7440393,NO,NON-PBT,YES,3,NO,R,Pounds,Unknown
LEAD,7439921,YES,PBT,YES,1,YES,R,Pounds,Unknown
POLYCHLORINATED BIPHENYLS,1336363,YES,PBT,NO,0,YES,R,Pounds,Unknown
DIOXIN AND DIOXIN-LIKE COMPOUNDS,N150,YES,DIOXIN,NO,0,NO,R,Grams,Unknown
NITRIC ACID,7697372,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
NITRATE COMPOUNDS,N511,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
AMMONIA,7664417,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
CERTAIN GLYCOL ETHERS,N230,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
METHYL METHACRYLATE,80626,YES,NON-PBT,NO,0,NO,A,Pounds,Unknown
ANTIMONY COMPOUNDS,N010,YES,NON-PBT,YES,1,NO,R,Pounds,Unknown
COPPER COMPOUNDS,N100,NO,NON-PBT,YES,1,NO,R,Pounds,Unknown
FREON 113,76131,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
TRICHLOROFLUOROMETHANE,75694,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
DICHLORODIFLUOROMETHANE,75718,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
CHLORODIFLUOROMETHANE,75456,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
2-CHLORO-1.1.1.2-TETRAFLUOROETHANE,2837890,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
2.2-DICHLORO-1.1.1-TRIFLUOROETHANE,306832,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
CERTAIN GLYCOL ETHERS,N230,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
AMMONIA,7664417,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
METHANOL,67561,YES,NON-PBT,NO,0,NO,A,Pounds,Unknown
COPPER COMPOUNDS,N100,NO,NON-PBT,YES,1,NO,A,Pounds,Unknown
NITRIC ACID,7697372,NO,NON-PBT,NO,0,NO,A,Pounds,Unknown
SODIUM NITRITE,7632000,NO,NON-PBT,YES,2,NO,A,Pounds,Unknown
N.N-DIMETHYLFORMAMIDE,68122,YES,NON-PBT,NO,0,YES,A,Pounds,Unknown
TOLUENE,108883,YES,NON-PBT,NO,0,NO,A,Pounds,Unknown
CYCLOHEXANE,110827,NO,NON-PBT,NO,0,NO,A,Pounds,Unknown
CHLOROFORM,67663,YES,NON-PBT,NO,0,YES,A,Pounds,Unknown
ZINC COMPOUNDS,N982,NO,NON-PBT,YES,1,NO,A,Pounds,Unknown
METHYL TERT-BUTYL ETHER,1634044,YES,NON-PBT,NO,0,NO,A,Pounds,Unknown
MERCURY COMPOUNDS,N458,YES,PBT,YES,1,NO,R,Pounds,Unknown
LEAD COMPOUNDS,N420,YES,PBT,YES,1,NO,R,Pounds,Unknown
ACETONITRILE,75058,YES,NON-PBT,NO,0,NO,A,Pounds,Unknown
MERCURY,7439976,YES,PBT,YES,1,NO,R,Pounds,Unknown
MALEIC ANHYDRIDE,108316,YES,NON-PBT,NO,0,NO,A,Pounds,Unknown
DIETHYL SULFATE,64675,YES,NON-PBT,NO,0,YES,A,Pounds,Unknown
XYLENE (MIXED ISOMERS),1330207,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
TOLUENE,108883,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
N-HEXANE,110543,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
LEAD,7439921,YES,PBT,YES,1,YES,R,Pounds,Unknown
1.2.4-TRIMETHYLBENZENE,95636,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
ZINC COMPOUNDS,N982,NO,NON-PBT,YES,1,NO,R,Pounds,Unknown
LEAD,7439921,YES,PBT,YES,1,YES,R,Pounds,Unknown
POLYCHLORINATED ALKANES,N583,NO,NON-PBT,NO,0,NO,A,Pounds,Unknown
XYLENE (MIXED ISOMERS),1330207,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
TOLUENE,108883,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
N-BUTYL ALCOHOL,71363,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
ETHYLBENZENE,100414,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
CERTAIN GLYCOL ETHERS,N230,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
1.2.4-TRIMETHYLBENZENE,95636,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
VINYL ACETATE,108054,YES,NON-PBT,NO,0,YES,A,Pounds,Unknown
TOLUENE,108883,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
METHYL ACRYLATE,96333,NO,NON-PBT,NO,0,NO,A,Pounds,Unknown
BUTYL ACRYLATE,141322,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
ACRYLIC ACID,79107,YES,NON-PBT,NO,0,NO,A,Pounds,Unknown
NICKEL,7440020,YES,NON-PBT,YES,1,YES,R,Pounds,Unknown
COPPER,7440508,NO,NON-PBT,YES,1,NO,R,Pounds,Unknown
CHROMIUM,7440473,YES,NON-PBT,YES,1,YES,R,Pounds,Unknown
ZINC COMPOUNDS,N982,NO,NON-PBT,YES,1,NO,R,Pounds,Unknown
XYLENE (MIXED ISOMERS),1330207,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
1.2.4-TRIMETHYLBENZENE,95636,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
POLYCYCLIC AROMATIC COMPOUNDS,N590,YES,PBT,NO,0,YES,R,Pounds,Unknown
BENZO(G.H.I)PERYLENE,191242,YES,PBT,NO,0,YES,R,Pounds,Unknown
1.2.4-TRIMETHYLBENZENE,95636,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
FORMALDEHYDE,50000,YES,NON-PBT,NO,0,YES,R,Pounds,Unknown
ZINC COMPOUNDS,N982,NO,NON-PBT,YES,1,NO,R,Pounds,Unknown
NICKEL,7440020,YES,NON-PBT,YES,1,YES,R,Pounds,Unknown
LEAD,7439921,YES,PBT,YES,1,YES,R,Pounds,Unknown
COPPER,7440508,NO,NON-PBT,YES,1,NO,R,Pounds,Unknown
TOLUENE,108883,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
LEAD COMPOUNDS,N420,YES,PBT,YES,1,NO,R,Pounds,Unknown
COPPER COMPOUNDS,N100,NO,NON-PBT,YES,1,NO,R,Pounds,Unknown
STYRENE,100425,YES,NON-PBT,NO,0,YES,A,Pounds,Unknown
METHYL METHACRYLATE,80626,YES,NON-PBT,NO,0,NO,A,Pounds,Unknown
BARIUM COMPOUNDS,N040,NO,NON-PBT,YES,3,NO,A,Pounds,Unknown
ZINC COMPOUNDS,N982,NO,NON-PBT,YES,1,NO,R,Pounds,Unknown
MANGANESE COMPOUNDS,N450,YES,NON-PBT,YES,1,NO,R,Pounds,Unknown
BARIUM COMPOUNDS,N040,NO,NON-PBT,YES,3,NO,R,Pounds,Unknown
ZINC COMPOUNDS,N982,NO,NON-PBT,YES,1,NO,R,Pounds,Unknown
LEAD,7439921,YES,PBT,YES,1,YES,R,Pounds,Unknown
COPPER,7440508,NO,NON-PBT,YES,1,NO,A,Pounds,Unknown
SILVER,7440224,NO,NON-PBT,YES,1,NO,A,Pounds,Unknown
LEAD,7439921,YES,PBT,YES,1,YES,R,Pounds,Unknown
COPPER,7440508,NO,NON-PBT,YES,1,NO,R,Pounds,Unknown
AMMONIA,7664417,NO,NON-PBT,NO,0,NO,A,Pounds,Unknown
ZINC COMPOUNDS,N982,NO,NON-PBT,YES,1,NO,A,Pounds,Unknown
XYLENE (MIXED ISOMERS),1330207,YES,NON-PBT,NO,0,NO,A,Pounds,Unknown
VINYL ACETATE,108054,YES,NON-PBT,NO,0,YES,R,Pounds,Unknown
PHTHALIC ANHYDRIDE,85449,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
METHYL METHACRYLATE,80626,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
ETHYLENE GLYCOL,107211,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
CERTAIN GLYCOL ETHERS,N230,YES,NON-PBT,NO,0,NO,A,Pounds,Unknown
BUTYL ACRYLATE,141322,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
1-(3-CHLOROALLYL)-3.5.7-TRIAZA-1-AZONIAADAMANTANE CHLORIDE,4080313,NO,NON-PBT,NO,0,NO,A,Pounds,Unknown
TOLUENE,108883,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
ZINC COMPOUNDS,N982,NO,NON-PBT,YES,1,NO,R,Pounds,Unknown
LEAD COMPOUNDS,N420,YES,PBT,YES,1,NO,R,Pounds,Unknown
ZINC (FUME OR DUST),7440666,NO,NON-PBT,YES,4,NO,R,Pounds,Unknown
STYRENE,100425,YES,NON-PBT,NO,0,YES,R,Pounds,Unknown
COPPER,7440508,NO,NON-PBT,YES,1,NO,R,Pounds,Unknown
CHROMIUM,7440473,YES,NON-PBT,YES,1,YES,R,Pounds,Unknown
NICKEL,7440020,YES,NON-PBT,YES,1,YES,R,Pounds,Unknown
NITRATE COMPOUNDS,N511,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
AMMONIA,7664417,NO,NON-PBT,NO,0,NO,A,Pounds,Unknown
POLYCYCLIC AROMATIC COMPOUNDS,N590,YES,PBT,NO,0,YES,R,Pounds,Unknown
CREOSOTE,8001589,NO,NON-PBT,NO,0,YES,R,Pounds,Unknown
ZINC COMPOUNDS,N982,NO,NON-PBT,YES,1,NO,R,Pounds,Unknown
LEAD COMPOUNDS,N420,YES,PBT,YES,1,NO,R,Pounds,Unknown
BARIUM COMPOUNDS,N040,NO,NON-PBT,YES,3,NO,R,Pounds,Unknown
ANTIMONY COMPOUNDS,N010,YES,NON-PBT,YES,1,NO,R,Pounds,Unknown
DIISOCYANATES,N120,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
4.4'-ISOPROPYLIDENEDIPHENOL,80057,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
CYCLOHEXANE,110827,NO,NON-PBT,NO,0,NO,A,Pounds,Unknown
METHYL TERT-BUTYL ETHER,1634044,YES,NON-PBT,NO,0,NO,A,Pounds,Unknown
XYLENE (MIXED ISOMERS),1330207,YES,NON-PBT,NO,0,NO,A,Pounds,Unknown
TOLUENE,108883,YES,NON-PBT,NO,0,NO,A,Pounds,Unknown
TERT-BUTYL ALCOHOL,75650,NO,NON-PBT,NO,0,NO,A,Pounds,Unknown
STYRENE,100425,YES,NON-PBT,NO,0,YES,A,Pounds,Unknown
O-XYLENE,95476,YES,NON-PBT,NO,0,NO,A,Pounds,Unknown
METHYL METHACRYLATE,80626,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
METHYL ISOBUTYL KETONE,108101,YES,NON-PBT,NO,0,NO,A,Pounds,Unknown
METHYL ACRYLATE,96333,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
METHANOL,67561,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
ETHYL ACRYLATE,140885,YES,NON-PBT,NO,0,YES,A,Pounds,Unknown
DIBUTYL PHTHALATE,84742,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
BUTYL ACRYLATE,141322,NO,NON-PBT,NO,0,NO,A,Pounds,Unknown
ACRYLIC ACID,79107,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
ACETONITRILE,75058,YES,NON-PBT,NO,0,NO,A,Pounds,Unknown
XYLENE (MIXED ISOMERS),1330207,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
1.2.4-TRIMETHYLBENZENE,95636,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
N-METHYL-2-PYRROLIDONE,872504,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
NITRATE COMPOUNDS,N511,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
ETHYLENE GLYCOL,107211,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
CERTAIN GLYCOL ETHERS,N230,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
CERTAIN GLYCOL ETHERS,N230,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
NITRATE COMPOUNDS,N511,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
PERACETIC ACID,79210,NO,NON-PBT,NO,0,NO,A,Pounds,Unknown
METHANOL,67561,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
FORMIC ACID,64186,NO,NON-PBT,NO,0,NO,A,Pounds,Unknown
DIETHYL SULFATE,64675,YES,NON-PBT,NO,0,YES,A,Pounds,Unknown
CYCLOHEXANE,110827,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
CHLOROETHANE,75003,YES,NON-PBT,NO,0,NO,A,Pounds,Unknown
XYLENE (MIXED ISOMERS),1330207,YES,NON-PBT,NO,0,NO,A,Pounds,Unknown
TOLUENE,108883,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
TERT-BUTYL ALCOHOL,75650,NO,NON-PBT,NO,0,NO,A,Pounds,Unknown
N-METHYL-2-PYRROLIDONE,872504,NO,NON-PBT,NO,0,NO,A,Pounds,Unknown
N-HEXANE,110543,YES,NON-PBT,NO,0,NO,A,Pounds,Unknown
N.N-DIMETHYLFORMAMIDE,68122,YES,NON-PBT,NO,0,YES,A,Pounds,Unknown
METHYL ISOBUTYL KETONE,108101,YES,NON-PBT,NO,0,NO,A,Pounds,Unknown
METHANOL,67561,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
ETHYLENE GLYCOL,107211,YES,NON-PBT,NO,0,NO,A,Pounds,Unknown
DICHLOROMETHANE,75092,YES,NON-PBT,NO,0,YES,R,Pounds,Unknown
DIBUTYL PHTHALATE,84742,YES,NON-PBT,NO,0,NO,A,Pounds,Unknown
CERTAIN GLYCOL ETHERS,N230,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
XYLENE (MIXED ISOMERS),1330207,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
COPPER COMPOUNDS,N100,NO,NON-PBT,YES,1,NO,R,Pounds,Unknown
COPPER,7440508,NO,NON-PBT,YES,1,NO,R,Pounds,Unknown
AMMONIA,7664417,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
TETRACHLORVINPHOS,961115,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
PHENOTHRIN,26002802,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
ZINC COMPOUNDS,N982,NO,NON-PBT,YES,1,NO,R,Pounds,Unknown
COPPER COMPOUNDS,N100,NO,NON-PBT,YES,1,NO,R,Pounds,Unknown
XYLENE (MIXED ISOMERS),1330207,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
VINYL ACETATE,108054,YES,NON-PBT,NO,0,YES,R,Pounds,Unknown
TOLUENE,108883,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
N-HEXANE,110543,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
NICKEL,7440020,YES,NON-PBT,YES,1,YES,R,Pounds,Unknown
STYRENE,100425,YES,NON-PBT,NO,0,YES,R,Pounds,Unknown
AMMONIA,7664417,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
NICKEL,7440020,YES,NON-PBT,YES,1,YES,R,Pounds,Unknown
MANGANESE COMPOUNDS,N450,YES,NON-PBT,YES,1,NO,R,Pounds,Unknown
LEAD COMPOUNDS,N420,YES,PBT,YES,1,NO,R,Pounds,Unknown
LEAD COMPOUNDS,N420,YES,PBT,YES,1,NO,R,Pounds,Unknown
CADMIUM COMPOUNDS,N078,YES,NON-PBT,YES,1,NO,R,Pounds,Unknown
CERTAIN GLYCOL ETHERS,N230,YES,NON-PBT,NO,0,NO,A,Pounds,Unknown
TOLUENE,108883,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
LEAD,7439921,YES,PBT,YES,1,YES,R,Pounds,Unknown
COPPER,7440508,NO,NON-PBT,YES,1,NO,R,Pounds,Unknown
LEAD COMPOUNDS,N420,YES,PBT,YES,1,NO,A,Pounds,Unknown
COBALT COMPOUNDS,N096,YES,NON-PBT,YES,1,YES,A,Pounds,Unknown
CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),N090,YES,NON-PBT,YES,1,NO,A,Pounds,Unknown
BARIUM COMPOUNDS,N040,NO,NON-PBT,YES,3,NO,A,Pounds,Unknown
LEAD COMPOUNDS,N420,YES,PBT,YES,1,NO,R,Pounds,Unknown
MANGANESE,7439965,YES,NON-PBT,YES,1,NO,A,Pounds,Unknown
COBALT COMPOUNDS,N096,YES,NON-PBT,YES,1,YES,A,Pounds,Unknown
STYRENE,100425,YES,NON-PBT,NO,0,YES,R,Pounds,Unknown
NAPHTHALENE,91203,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
LEAD COMPOUNDS,N420,YES,PBT,YES,1,NO,R,Pounds,Unknown
BENZO(G.H.I)PERYLENE,191242,YES,PBT,NO,0,YES,R,Pounds,Unknown
POLYCYCLIC AROMATIC COMPOUNDS,N590,YES,PBT,NO,0,YES,R,Pounds,Unknown
ETHYLBENZENE,100414,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
XYLENE (MIXED ISOMERS),1330207,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
TOLUENE,108883,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
N-HEXANE,110543,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
BENZENE,71432,YES,NON-PBT,NO,0,YES,R,Pounds,Unknown
1.2.4-TRIMETHYLBENZENE,95636,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
ZINC COMPOUNDS,N982,NO,NON-PBT,YES,1,NO,R,Pounds,Unknown
NITRIC ACID,7697372,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
NITRATE COMPOUNDS,N511,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
N-BUTYL ALCOHOL,71363,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
MALEIC ANHYDRIDE,108316,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
COBALT COMPOUNDS,N096,YES,NON-PBT,YES,1,YES,R,Pounds,Unknown
CERTAIN GLYCOL ETHERS,N230,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
CADMIUM COMPOUNDS,N078,YES,NON-PBT,YES,1,NO,R,Pounds,Unknown
BARIUM COMPOUNDS,N040,NO,NON-PBT,YES,3,NO,R,Pounds,Unknown
ARSENIC COMPOUNDS,N020,YES,NON-PBT,YES,1,NO,R,Pounds,Unknown
1.2.4-TRIMETHYLBENZENE,95636,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
DIETHANOLAMINE,111422,YES,NON-PBT,NO,0,NO,A,Pounds,Unknown
N.N-DIMETHYLFORMAMIDE,68122,YES,NON-PBT,NO,0,YES,R,Pounds,Unknown
CERTAIN GLYCOL ETHERS,N230,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
DIISOCYANATES,N120,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
CHLORODIFLUOROMETHANE,75456,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
ZINC COMPOUNDS,N982,NO,NON-PBT,YES,1,NO,R,Pounds,Unknown
ZINC (FUME OR DUST),7440666,NO,NON-PBT,YES,4,NO,R,Pounds,Unknown
NICKEL COMPOUNDS,N495,YES,NON-PBT,YES,1,NO,A,Pounds,Unknown
NICKEL,7440020,YES,NON-PBT,YES,1,YES,R,Pounds,Unknown
TOLUENE DIISOCYANATE (MIXED ISOMERS),26471625,NO,NON-PBT,NO,0,YES,R,Pounds,Unknown
ETHYLENE OXIDE,75218,YES,NON-PBT,NO,0,YES,R,Pounds,Unknown
XYLENE (MIXED ISOMERS),1330207,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
TOLUENE,108883,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
N-BUTYL ALCOHOL,71363,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
METHYL ISOBUTYL KETONE,108101,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
CERTAIN GLYCOL ETHERS,N230,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
AMMONIA,7664417,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
COPPER COMPOUNDS,N100,NO,NON-PBT,YES,1,NO,R,Pounds,Unknown
TOLUENE,108883,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
METHYL ISOBUTYL KETONE,108101,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
PHTHALIC ANHYDRIDE,85449,YES,NON-PBT,NO,0,NO,A,Pounds,Unknown
MALEIC ANHYDRIDE,108316,YES,NON-PBT,NO,0,NO,A,Pounds,Unknown
METHYL ISOBUTYL KETONE,108101,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
METHYL ISOBUTYL KETONE,108101,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
N-BUTYL ALCOHOL,71363,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),N090,YES,NON-PBT,YES,1,NO,R,Pounds,Unknown
XYLENE (MIXED ISOMERS),1330207,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
NAPHTHALENE,91203,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
1.2.4-TRIMETHYLBENZENE,95636,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
TOLUENE,108883,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
LEAD COMPOUNDS,N420,YES,PBT,YES,1,NO,R,Pounds,Unknown
CERTAIN GLYCOL ETHERS,N230,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
1.2.4-TRIMETHYLBENZENE,95636,NO,NON-PBT,NO,0,NO,A,Pounds,Unknown
DIOXIN AND DIOXIN-LIKE COMPOUNDS,N150,YES,DIOXIN,NO,0,NO,R,Grams,Unknown
LEAD COMPOUNDS,N420,YES,PBT,YES,1,NO,R,Pounds,Unknown
ZINC COMPOUNDS,N982,NO,NON-PBT,YES,1,NO,R,Pounds,Unknown
VANADIUM COMPOUNDS,N770,NO,NON-PBT,YES,1,NO,R,Pounds,Unknown
"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",7664939,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
POLYCYCLIC AROMATIC COMPOUNDS,N590,YES,PBT,NO,0,YES,R,Pounds,Unknown
MERCURY COMPOUNDS,N458,YES,PBT,YES,1,NO,R,Pounds,Unknown
MANGANESE COMPOUNDS,N450,YES,NON-PBT,YES,1,NO,R,Pounds,Unknown
HYDROGEN FLUORIDE,7664393,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",7647010,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
BENZO(G.H.I)PERYLENE,191242,YES,PBT,NO,0,YES,R,Pounds,Unknown
BARIUM COMPOUNDS,N040,NO,NON-PBT,YES,3,NO,R,Pounds,Unknown
AMMONIA,7664417,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
METHANOL,67561,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
TERT-BUTYL ALCOHOL,75650,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
METHYL ACRYLATE,96333,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
XYLENE (MIXED ISOMERS),1330207,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
TOLUENE,108883,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
N-BUTYL ALCOHOL,71363,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
METHYL ISOBUTYL KETONE,108101,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
METHANOL,67561,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
ETHYLENE GLYCOL,107211,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
CYCLOHEXANE,110827,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
ANILINE,62533,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
ETHYLENE GLYCOL,107211,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
METHANOL,67561,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
AMMONIA,7664417,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
TOLUENE,108883,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
NITRIC ACID,7697372,NO,NON-PBT,NO,0,NO,R,Pounds,Unknown
AMMONIA,7664417,NO,NON-PBT,NO,0,NO,A,Pounds,Unknown
XYLENE (MIXED ISOMERS),1330207,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
TOLUENE,108883,YES,NON-PBT,NO,0,NO,R,Pounds,Unknown
